DateTime,Tariff,kWhs_used,numbSmMtrs
1/11/2013 9:30,Normal,0.258,5456
1/11/2013 10:00,Normal,0.256,5456
1/11/2013 10:30,Normal,0.248,5456
1/11/2013 11:00,High,0.243,5456
1/11/2013 11:30,High,0.232,5456
1/11/2013 12:00,High,0.235,5456
1/11/2013 12:30,High,0.233,5456
1/11/2013 13:00,High,0.235,5456
1/11/2013 13:30,High,0.233,5456
1/11/2013 14:00,Normal,0.228,5456
1/11/2013 14:30,Normal,0.231,5456
1/11/2013 15:00,Normal,0.229,5456
1/11/2013 15:30,Normal,0.239,5456
1/11/2013 16:00,Normal,0.259,5456
1/11/2013 16:30,Normal,0.295,5456
1/11/2013 17:00,Normal,0.337,5456
1/11/2013 17:30,Normal,0.365,5456
1/11/2013 18:00,Normal,0.383,5456
1/11/2013 18:30,Normal,0.398,5456
1/11/2013 19:00,Normal,0.404,5456
1/11/2013 19:30,Normal,0.408,5456
1/11/2013 20:00,Normal,0.388,5456
1/11/2013 20:30,Normal,0.372,5456
1/11/2013 21:00,Normal,0.361,5456
1/11/2013 21:30,Normal,0.349,5456
1/11/2013 22:00,Normal,0.329,5456
1/11/2013 22:30,Normal,0.314,5456
1/11/2013 23:00,Normal,0.286,5456
1/11/2013 23:30,Normal,0.254,5456
1/12/2013 0:00,Normal,0.254,5492
1/12/2013 0:30,Normal,0.231,5492
1/12/2013 1:00,Normal,0.204,5492
1/12/2013 1:30,Normal,0.179,5492
1/12/2013 2:00,Normal,0.164,5492
1/12/2013 2:30,Normal,0.153,5492
1/12/2013 3:00,Normal,0.144,5492
1/12/2013 3:30,Normal,0.136,5492
1/12/2013 4:00,Normal,0.132,5492
1/12/2013 4:30,Normal,0.131,5492
1/12/2013 5:00,Normal,0.132,5492
1/12/2013 5:30,Normal,0.14,5492
1/12/2013 6:00,Normal,0.143,5492
1/12/2013 6:30,Normal,0.156,5492
1/12/2013 7:00,Normal,0.167,5492
1/12/2013 7:30,Normal,0.186,5492
1/12/2013 8:00,Normal,0.216,5492
1/12/2013 8:30,Normal,0.245,5492
1/12/2013 9:00,Normal,0.27,5492
1/12/2013 9:30,Normal,0.278,5492
1/12/2013 10:00,Normal,0.287,5492
1/12/2013 10:30,Normal,0.287,5492
1/12/2013 11:00,Normal,0.295,5492
1/12/2013 11:30,Normal,0.297,5492
1/12/2013 12:00,Normal,0.296,5492
1/12/2013 12:30,Normal,0.304,5492
1/12/2013 13:00,Normal,0.315,5492
1/12/2013 13:30,Normal,0.312,5492
1/12/2013 14:00,Normal,0.307,5492
1/12/2013 14:30,Normal,0.302,5492
1/12/2013 15:00,Normal,0.303,5492
1/12/2013 15:30,Normal,0.306,5492
1/12/2013 16:00,Normal,0.314,5492
1/12/2013 16:30,Normal,0.342,5492
1/12/2013 17:00,Normal,0.373,5492
1/12/2013 17:30,Normal,0.397,5492
1/12/2013 18:00,Normal,0.409,5492
1/12/2013 18:30,Normal,0.421,5492
1/12/2013 19:00,Normal,0.42,5492
1/12/2013 19:30,Normal,0.409,5492
1/12/2013 20:00,Normal,0.396,5492
1/12/2013 20:30,Normal,0.378,5492
1/12/2013 21:00,Normal,0.361,5492
1/12/2013 21:30,Normal,0.352,5492
1/12/2013 22:00,Normal,0.334,5492
1/12/2013 22:30,Normal,0.317,5492
1/12/2013 23:00,Normal,0.292,5492
1/12/2013 23:30,Normal,0.262,5492
1/13/2013 0:00,Normal,0.264,5493
1/13/2013 0:30,Normal,0.235,5493
1/13/2013 1:00,Normal,0.21,5493
1/13/2013 1:30,Normal,0.186,5493
1/13/2013 2:00,Normal,0.169,5493
1/13/2013 2:30,Normal,0.156,5493
1/13/2013 3:00,Normal,0.148,5493
1/13/2013 3:30,Normal,0.141,5493
1/13/2013 4:00,Normal,0.136,5493
1/13/2013 4:30,Normal,0.135,5493
1/13/2013 5:00,High,0.134,5493
1/13/2013 5:30,High,0.136,5493
1/13/2013 6:00,High,0.14,5493
1/13/2013 6:30,High,0.151,5493
1/13/2013 7:00,High,0.158,5493
1/13/2013 7:30,High,0.178,5493
1/13/2013 8:00,High,0.199,5493
1/13/2013 8:30,High,0.228,5493
1/13/2013 9:00,High,0.25,5493
1/13/2013 9:30,High,0.272,5493
1/13/2013 10:00,High,0.283,5493
1/13/2013 10:30,High,0.299,5493
1/13/2013 11:00,Normal,0.304,5493
1/13/2013 11:30,Normal,0.309,5493
1/13/2013 12:00,Normal,0.322,5493
1/13/2013 12:30,Normal,0.335,5493
1/13/2013 13:00,Normal,0.338,5493
1/13/2013 13:30,Normal,0.334,5493
1/13/2013 14:00,Normal,0.33,5493
1/13/2013 14:30,Normal,0.323,5493
1/13/2013 15:00,Normal,0.323,5493
1/13/2013 15:30,Normal,0.337,5493
1/13/2013 16:00,Normal,0.358,5493
1/13/2013 16:30,Normal,0.382,5493
1/13/2013 17:00,Normal,0.41,5493
1/13/2013 17:30,Normal,0.431,5493
1/13/2013 18:00,Normal,0.443,5493
1/13/2013 18:30,Normal,0.443,5493
1/13/2013 19:00,Normal,0.442,5493
1/13/2013 19:30,Normal,0.438,5493
1/13/2013 20:00,Normal,0.426,5493
1/13/2013 20:30,Normal,0.417,5493
1/13/2013 21:00,Normal,0.4,5493
1/13/2013 21:30,Normal,0.382,5493
1/13/2013 22:00,Normal,0.356,5493
1/13/2013 22:30,Normal,0.33,5493
1/13/2013 23:00,Normal,0.296,5493
1/13/2013 23:30,Normal,0.25,5493
1/14/2013 0:00,Normal,0.244,5410
1/14/2013 0:30,Normal,0.219,5410
1/14/2013 1:00,Normal,0.193,5410
1/14/2013 1:30,Normal,0.175,5410
1/14/2013 2:00,Normal,0.161,5410
1/14/2013 2:30,Normal,0.152,5410
1/14/2013 3:00,Normal,0.143,5410
1/14/2013 3:30,Normal,0.138,5410
1/14/2013 4:00,Normal,0.134,5410
1/14/2013 4:30,Normal,0.134,5410
1/14/2013 5:00,Normal,0.138,5410
1/14/2013 5:30,Normal,0.149,5410
1/14/2013 6:00,Normal,0.16,5410
1/14/2013 6:30,Normal,0.191,5410
1/14/2013 7:00,Normal,0.217,5410
1/14/2013 7:30,Normal,0.26,5410
1/14/2013 8:00,Normal,0.29,5410
1/14/2013 8:30,Normal,0.297,5410
1/14/2013 9:00,Normal,0.282,5410
1/14/2013 9:30,Normal,0.267,5410
1/14/2013 10:00,Normal,0.267,5410
1/14/2013 10:30,Normal,0.268,5410
1/14/2013 11:00,Normal,0.265,5410
1/14/2013 11:30,Normal,0.261,5410
1/14/2013 12:00,Normal,0.265,5410
1/14/2013 12:30,Normal,0.276,5410
1/14/2013 13:00,Normal,0.28,5410
1/14/2013 13:30,Normal,0.279,5410
1/14/2013 14:00,Normal,0.279,5410
1/14/2013 14:30,Normal,0.281,5410
1/14/2013 15:00,Normal,0.285,5410
1/14/2013 15:30,Normal,0.292,5410
1/14/2013 16:00,Normal,0.305,5410
1/14/2013 16:30,Normal,0.327,5410
1/14/2013 17:00,Normal,0.352,5410
1/14/2013 17:30,Normal,0.391,5410
1/14/2013 18:00,Normal,0.409,5410
1/14/2013 18:30,Normal,0.424,5410
1/14/2013 19:00,Normal,0.44,5410
1/14/2013 19:30,Normal,0.44,5410
1/14/2013 20:00,Normal,0.431,5410
1/14/2013 20:30,Normal,0.415,5410
1/14/2013 21:00,Normal,0.403,5410
1/14/2013 21:30,Normal,0.384,5410
1/14/2013 22:00,Normal,0.36,5410
1/14/2013 22:30,Normal,0.334,5410
1/14/2013 23:00,Normal,0.301,5410
1/14/2013 23:30,Normal,0.254,5410
1/15/2013 0:00,Normal,0.247,5477
1/15/2013 0:30,Normal,0.217,5477
1/15/2013 1:00,Normal,0.194,5477
1/15/2013 1:30,Normal,0.173,5477
1/15/2013 2:00,Normal,0.161,5477
1/15/2013 2:30,Normal,0.154,5477
1/15/2013 3:00,Normal,0.147,5477
1/15/2013 3:30,Normal,0.141,5477
1/15/2013 4:00,Normal,0.137,5477
1/15/2013 4:30,Normal,0.138,5477
1/15/2013 5:00,Normal,0.14,5477
1/15/2013 5:30,Normal,0.153,5477
1/15/2013 6:00,Normal,0.166,5477
1/15/2013 6:30,Normal,0.191,5477
1/15/2013 7:00,Normal,0.219,5477
1/15/2013 7:30,Normal,0.261,5477
1/15/2013 8:00,Normal,0.282,5477
1/15/2013 8:30,Normal,0.285,5477
1/15/2013 9:00,Normal,0.27,5477
1/15/2013 9:30,Normal,0.263,5477
1/15/2013 10:00,Normal,0.259,5477
1/15/2013 10:30,Normal,0.253,5477
1/15/2013 11:00,Normal,0.253,5477
1/15/2013 11:30,Normal,0.252,5477
1/15/2013 12:00,Normal,0.254,5477
1/15/2013 12:30,Normal,0.26,5477
1/15/2013 13:00,Normal,0.259,5477
1/15/2013 13:30,Normal,0.261,5477
1/15/2013 14:00,Normal,0.26,5477
1/15/2013 14:30,Normal,0.255,5477
1/15/2013 15:00,Normal,0.256,5477
1/15/2013 15:30,Normal,0.268,5477
1/15/2013 16:00,Normal,0.287,5477
1/15/2013 16:30,Normal,0.317,5477
1/15/2013 17:00,Normal,0.351,5477
1/15/2013 17:30,Normal,0.382,5477
1/15/2013 18:00,Normal,0.404,5477
1/15/2013 18:30,Normal,0.425,5477
1/15/2013 19:00,Normal,0.433,5477
1/15/2013 19:30,Normal,0.428,5477
1/15/2013 20:00,Normal,0.424,5477
1/15/2013 20:30,Normal,0.421,5477
1/15/2013 21:00,Normal,0.409,5477
1/15/2013 21:30,Normal,0.388,5477
1/15/2013 22:00,Normal,0.362,5477
1/15/2013 22:30,Normal,0.337,5477
1/15/2013 23:00,Normal,0.301,5477
1/15/2013 23:30,Normal,0.256,5477
1/16/2013 0:00,Normal,0.25,5478
1/16/2013 0:30,Normal,0.219,5478
1/16/2013 1:00,Normal,0.196,5478
1/16/2013 1:30,Normal,0.177,5478
1/16/2013 2:00,Normal,0.161,5478
1/16/2013 2:30,Normal,0.154,5478
1/16/2013 3:00,Normal,0.149,5478
1/16/2013 3:30,Normal,0.145,5478
1/16/2013 4:00,Normal,0.143,5478
1/16/2013 4:30,Normal,0.142,5478
1/16/2013 5:00,Normal,0.145,5478
1/16/2013 5:30,Normal,0.154,5478
1/16/2013 6:00,Normal,0.171,5478
1/16/2013 6:30,Normal,0.2,5478
1/16/2013 7:00,Normal,0.223,5478
1/16/2013 7:30,Normal,0.262,5478
1/16/2013 8:00,Normal,0.293,5478
1/16/2013 8:30,Normal,0.301,5478
1/16/2013 9:00,Normal,0.283,5478
1/16/2013 9:30,Normal,0.271,5478
1/16/2013 10:00,Normal,0.265,5478
1/16/2013 10:30,Normal,0.264,5478
1/16/2013 11:00,Normal,0.259,5478
1/16/2013 11:30,Normal,0.257,5478
1/16/2013 12:00,Normal,0.26,5478
1/16/2013 12:30,Normal,0.255,5478
1/16/2013 13:00,Normal,0.262,5478
1/16/2013 13:30,Normal,0.264,5478
1/16/2013 14:00,Normal,0.257,5478
1/16/2013 14:30,Normal,0.254,5478
1/16/2013 15:00,Normal,0.253,5478
1/16/2013 15:30,Normal,0.254,5478
1/16/2013 16:00,Normal,0.274,5478
1/16/2013 16:30,Normal,0.309,5478
1/16/2013 17:00,Normal,0.352,5478
1/16/2013 17:30,Normal,0.39,5478
1/16/2013 18:00,Normal,0.413,5478
1/16/2013 18:30,Normal,0.433,5478
1/16/2013 19:00,Normal,0.438,5478
1/16/2013 19:30,Normal,0.44,5478
1/16/2013 20:00,Normal,0.427,5478
1/16/2013 20:30,Normal,0.425,5478
1/16/2013 21:00,Normal,0.411,5478
1/16/2013 21:30,Normal,0.392,5478
1/16/2013 22:00,Normal,0.374,5478
1/16/2013 22:30,Normal,0.35,5478
1/16/2013 23:00,High,0.31,5478
1/16/2013 23:30,High,0.264,5478
1/17/2013 0:00,High,0.26,5495
1/17/2013 0:30,High,0.227,5495
1/17/2013 1:00,High,0.203,5495
1/17/2013 1:30,High,0.18,5495
1/17/2013 2:00,Normal,0.168,5495
1/17/2013 2:30,Normal,0.161,5495
1/17/2013 3:00,Normal,0.154,5495
1/17/2013 3:30,Normal,0.151,5495
1/17/2013 4:00,Normal,0.149,5495
1/17/2013 4:30,Normal,0.148,5495
1/17/2013 5:00,Normal,0.151,5495
1/17/2013 5:30,Normal,0.162,5495
1/17/2013 6:00,Normal,0.178,5495
1/17/2013 6:30,Normal,0.203,5495
1/17/2013 7:00,Normal,0.23,5495
1/17/2013 7:30,Normal,0.273,5495
1/17/2013 8:00,Normal,0.303,5495
1/17/2013 8:30,Normal,0.308,5495
1/17/2013 9:00,Normal,0.284,5495
1/17/2013 9:30,Normal,0.277,5495
1/17/2013 10:00,Normal,0.273,5495
1/17/2013 10:30,Normal,0.261,5495
1/17/2013 11:00,Normal,0.256,5495
1/17/2013 11:30,Normal,0.254,5495
1/17/2013 12:00,Normal,0.254,5495
1/17/2013 12:30,Normal,0.259,5495
1/17/2013 13:00,Normal,0.255,5495
1/17/2013 13:30,Normal,0.252,5495
1/17/2013 14:00,Normal,0.254,5495
1/17/2013 14:30,Normal,0.262,5495
1/17/2013 15:00,Normal,0.261,5495
1/17/2013 15:30,Normal,0.268,5495
1/17/2013 16:00,Normal,0.289,5495
1/17/2013 16:30,Normal,0.315,5495
1/17/2013 17:00,Normal,0.352,5495
1/17/2013 17:30,Normal,0.39,5495
1/17/2013 18:00,Normal,0.408,5495
1/17/2013 18:30,Normal,0.424,5495
1/17/2013 19:00,Normal,0.435,5495
1/17/2013 19:30,Normal,0.442,5495
1/17/2013 20:00,Normal,0.427,5495
1/17/2013 20:30,Normal,0.421,5495
1/17/2013 21:00,Normal,0.407,5495
1/17/2013 21:30,Normal,0.392,5495
1/17/2013 22:00,Normal,0.373,5495
1/17/2013 22:30,Normal,0.35,5495
1/17/2013 23:00,Normal,0.313,5495
1/17/2013 23:30,Normal,0.268,5495
1/18/2013 0:00,Normal,0.265,5372
1/18/2013 0:30,Normal,0.234,5372
1/18/2013 1:00,Normal,0.208,5372
1/18/2013 1:30,Normal,0.184,5372
1/18/2013 2:00,Normal,0.172,5372
1/18/2013 2:30,Normal,0.162,5372
1/18/2013 3:00,Normal,0.158,5372
1/18/2013 3:30,Normal,0.153,5372
1/18/2013 4:00,Normal,0.151,5372
1/18/2013 4:30,Normal,0.149,5372
1/18/2013 5:00,Normal,0.152,5372
1/18/2013 5:30,Normal,0.16,5372
1/18/2013 6:00,Normal,0.175,5372
1/18/2013 6:30,Normal,0.201,5372
1/18/2013 7:00,Normal,0.227,5372
1/18/2013 7:30,Normal,0.269,5372
1/18/2013 8:00,Normal,0.296,5372
1/18/2013 8:30,Normal,0.307,5372
1/18/2013 9:00,Normal,0.303,5372
1/18/2013 9:30,Normal,0.299,5372
1/18/2013 10:00,Normal,0.289,5372
1/18/2013 10:30,Normal,0.29,5372
1/18/2013 11:00,Normal,0.291,5372
1/18/2013 11:30,Normal,0.292,5372
1/18/2013 12:00,Normal,0.301,5372
1/18/2013 12:30,Normal,0.31,5372
1/18/2013 13:00,Normal,0.313,5372
1/18/2013 13:30,Normal,0.311,5372
1/18/2013 14:00,Normal,0.305,5372
1/18/2013 14:30,Normal,0.301,5372
1/18/2013 15:00,Normal,0.298,5372
1/18/2013 15:30,Normal,0.309,5372
1/18/2013 16:00,Normal,0.325,5372
1/18/2013 16:30,Normal,0.362,5372
1/18/2013 17:00,Normal,0.402,5372
1/18/2013 17:30,Normal,0.431,5372
1/18/2013 18:00,Normal,0.445,5372
1/18/2013 18:30,Normal,0.464,5372
1/18/2013 19:00,Normal,0.464,5372
1/18/2013 19:30,Normal,0.455,5372
1/18/2013 20:00,Normal,0.439,5372
1/18/2013 20:30,Normal,0.42,5372
1/18/2013 21:00,Normal,0.405,5372
1/18/2013 21:30,Normal,0.388,5372
1/18/2013 22:00,Normal,0.364,5372
1/18/2013 22:30,Normal,0.346,5372
1/18/2013 23:00,Normal,0.312,5372
1/18/2013 23:30,Normal,0.279,5372
1/19/2013 0:00,Normal,0.276,5498
1/19/2013 0:30,Normal,0.247,5498
1/19/2013 1:00,Normal,0.219,5498
1/19/2013 1:30,Normal,0.198,5498
1/19/2013 2:00,Normal,0.185,5498
1/19/2013 2:30,Normal,0.169,5498
1/19/2013 3:00,Normal,0.163,5498
1/19/2013 3:30,Normal,0.158,5498
1/19/2013 4:00,Normal,0.154,5498
1/19/2013 4:30,Normal,0.154,5498
1/19/2013 5:00,Low,0.154,5498
1/19/2013 5:30,Low,0.157,5498
1/19/2013 6:00,Low,0.162,5498
1/19/2013 6:30,Low,0.175,5498
1/19/2013 7:00,Low,0.182,5498
1/19/2013 7:30,Low,0.203,5498
1/19/2013 8:00,Low,0.23,5498
1/19/2013 8:30,Low,0.269,5498
1/19/2013 9:00,Low,0.298,5498
1/19/2013 9:30,Low,0.321,5498
1/19/2013 10:00,Low,0.34,5498
1/19/2013 10:30,Low,0.351,5498
1/19/2013 11:00,Low,0.363,5498
1/19/2013 11:30,Low,0.364,5498
1/19/2013 12:00,Low,0.368,5498
1/19/2013 12:30,Low,0.371,5498
1/19/2013 13:00,Low,0.372,5498
1/19/2013 13:30,Low,0.377,5498
1/19/2013 14:00,Low,0.377,5498
1/19/2013 14:30,Low,0.375,5498
1/19/2013 15:00,Low,0.37,5498
1/19/2013 15:30,Low,0.372,5498
1/19/2013 16:00,Low,0.386,5498
1/19/2013 16:30,Low,0.403,5498
1/19/2013 17:00,High,0.418,5498
1/19/2013 17:30,High,0.428,5498
1/19/2013 18:00,High,0.436,5498
1/19/2013 18:30,High,0.444,5498
1/19/2013 19:00,High,0.437,5498
1/19/2013 19:30,High,0.433,5498
1/19/2013 20:00,High,0.415,5498
1/19/2013 20:30,High,0.402,5498
1/19/2013 21:00,High,0.387,5498
1/19/2013 21:30,High,0.367,5498
1/19/2013 22:00,High,0.351,5498
1/19/2013 22:30,High,0.332,5498
1/19/2013 23:00,Low,0.308,5498
1/19/2013 23:30,Low,0.284,5498
1/20/2013 0:00,Low,0.283,5478
1/20/2013 0:30,Low,0.253,5478
1/20/2013 1:00,Low,0.227,5478
1/20/2013 1:30,Low,0.206,5478
1/20/2013 2:00,Low,0.186,5478
1/20/2013 2:30,Low,0.175,5478
1/20/2013 3:00,Low,0.168,5478
1/20/2013 3:30,Low,0.159,5478
1/20/2013 4:00,Low,0.155,5478
1/20/2013 4:30,Low,0.152,5478
1/20/2013 5:00,Low,0.152,5478
1/20/2013 5:30,Low,0.155,5478
1/20/2013 6:00,Low,0.159,5478
1/20/2013 6:30,Low,0.17,5478
1/20/2013 7:00,Low,0.173,5478
1/20/2013 7:30,Low,0.191,5478
1/20/2013 8:00,Low,0.216,5478
1/20/2013 8:30,Low,0.255,5478
1/20/2013 9:00,Low,0.286,5478
1/20/2013 9:30,Low,0.314,5478
1/20/2013 10:00,Low,0.336,5478
1/20/2013 10:30,Low,0.346,5478
1/20/2013 11:00,Low,0.354,5478
1/20/2013 11:30,Low,0.366,5478
1/20/2013 12:00,Low,0.373,5478
1/20/2013 12:30,Low,0.388,5478
1/20/2013 13:00,Low,0.398,5478
1/20/2013 13:30,Low,0.393,5478
1/20/2013 14:00,Low,0.387,5478
1/20/2013 14:30,Low,0.387,5478
1/20/2013 15:00,Low,0.385,5478
1/20/2013 15:30,Low,0.381,5478
1/20/2013 16:00,Low,0.389,5478
1/20/2013 16:30,Low,0.404,5478
1/20/2013 17:00,High,0.437,5478
1/20/2013 17:30,High,0.453,5478
1/20/2013 18:00,High,0.467,5478
1/20/2013 18:30,High,0.474,5478
1/20/2013 19:00,High,0.471,5478
1/20/2013 19:30,High,0.457,5478
1/20/2013 20:00,High,0.439,5478
1/20/2013 20:30,High,0.427,5478
1/20/2013 21:00,High,0.411,5478
1/20/2013 21:30,High,0.396,5478
1/20/2013 22:00,High,0.368,5478
1/20/2013 22:30,High,0.342,5478
1/20/2013 23:00,Low,0.303,5478
1/20/2013 23:30,Low,0.269,5478
1/21/2013 0:00,Low,0.263,5493
1/21/2013 0:30,Low,0.233,5493
1/21/2013 1:00,Low,0.208,5493
1/21/2013 1:30,Low,0.187,5493
1/21/2013 2:00,Low,0.174,5493
1/21/2013 2:30,Low,0.163,5493
1/21/2013 3:00,Low,0.156,5493
1/21/2013 3:30,Low,0.149,5493
1/21/2013 4:00,Low,0.149,5493
1/21/2013 4:30,Low,0.147,5493
1/21/2013 5:00,Normal,0.147,5493
1/21/2013 5:30,Normal,0.155,5493
1/21/2013 6:00,Normal,0.17,5493
1/21/2013 6:30,Normal,0.195,5493
1/21/2013 7:00,Normal,0.22,5493
1/21/2013 7:30,Normal,0.255,5493
1/21/2013 8:00,Normal,0.286,5493
1/21/2013 8:30,Normal,0.303,5493
1/21/2013 9:00,Normal,0.293,5493
1/21/2013 9:30,Normal,0.293,5493
1/21/2013 10:00,Normal,0.3,5493
1/21/2013 10:30,Normal,0.292,5493
1/21/2013 11:00,Normal,0.279,5493
1/21/2013 11:30,Normal,0.283,5493
1/21/2013 12:00,Normal,0.284,5493
1/21/2013 12:30,Normal,0.287,5493
1/21/2013 13:00,Normal,0.28,5493
1/21/2013 13:30,Normal,0.282,5493
1/21/2013 14:00,Normal,0.274,5493
1/21/2013 14:30,Normal,0.275,5493
1/21/2013 15:00,Normal,0.274,5493
1/21/2013 15:30,Normal,0.276,5493
1/21/2013 16:00,Normal,0.285,5493
1/21/2013 16:30,Normal,0.318,5493
